,order_id,product_id,order_item_cnt
21230,R33577,P18,2
21231,R33578,P19,1
21232,R33579,P9,2
21233,R33580,P10,5
21234,R33581,P11,1
21235,R33582,P12,5
21236,R33583,P13,1
21237,R33584,P14,1
21238,R33585,P15,1
21239,R33586,P16,1
21240,R33587,P17,1
21241,R33588,P18,1
21242,R33589,P19,1
21243,R33590,P9,1
21244,R33591,P10,1
21245,R33592,P11,5
21246,R33593,P13,1
21247,R33594,P14,1
21248,R33595,P15,1
21249,R33596,P16,2
21250,R33597,P17,1
21251,R33598,P18,1
21252,R33599,P19,1
21253,R33600,P9,2
21254,R33601,P10,1
21255,R33602,P11,2
21256,R33603,P12,5
21257,R33604,P13,1
21258,R33605,P14,2
21259,R33606,P15,1
21260,R33607,P16,5
21261,R33608,P17,1
21262,R33609,P18,1
21263,R33610,P19,2
21264,R33611,P9,5
21265,R33612,P10,1
21266,R33613,P11,1
21267,R33614,P12,1
21268,R33615,P13,1
21269,R33616,P14,1
21270,R33617,P15,2
21271,R33618,P16,2
21272,R33619,P17,5
21273,R33620,P18,1
21274,R33621,P19,1
21275,R33622,P9,5
21276,R33623,P10,1
21277,R33624,P11,5
21278,R33625,P12,1
21279,R33626,P13,1
21280,R33627,P14,2
21281,R33628,P15,2
21282,R33629,P16,5
21283,R33630,P17,5
21284,R33631,P18,1
21285,R33632,P19,2
21286,R33633,P9,1
21287,R33634,P10,2
21288,R33635,P11,1
21289,R33636,P12,1
21290,R33637,P13,1
21291,R33638,P14,2
21292,R33639,P15,5
21293,R33640,P16,1
21294,R33641,P17,1
21295,R33642,P18,5
21296,R33643,P19,1
21297,R33644,P9,1
21298,R33645,P10,1
21299,R33646,P11,5
21300,R33647,P12,5
21301,R33648,P13,1
21302,R33649,P14,1
21303,R33650,P15,5
21304,R33651,P16,1
21305,R33652,P17,2
21306,R33653,P18,5
21307,R33654,P19,2
21308,R33655,P9,5
21309,R33656,P10,1
21310,R33657,P11,5
21311,R33658,P12,5
21312,R33659,P13,1
21313,R33660,P14,1
21314,R33661,P15,1
21315,R33662,P16,2
21316,R33663,P17,2
21317,R33664,P18,1
21318,R33665,P19,1
21319,R33666,P9,5
21320,R33667,P10,1
21321,R33668,P11,2
21322,R33669,P12,2
21323,R33670,P13,1
21324,R33671,P14,1
21325,R33672,P15,1
21326,R33673,P16,5
21327,R33674,P17,1
21328,R33675,P18,1
21329,R33676,P19,1
21330,R33677,P9,1
21331,R33678,P10,1
21332,R33679,P11,1
21333,R33680,P12,2
21334,R33681,P13,5
21335,R33682,P14,1
21336,R33683,P15,5
21337,R33684,P16,5
21338,R33685,P17,1
21339,R33686,P18,1
21340,R33687,P19,1
21341,R33688,P9,1
21342,R33689,P10,1
21343,R33690,P11,2
21344,R33691,P12,1
21345,R33692,P13,2
21346,R33693,P14,1
21347,R33694,P15,5
21348,R33695,P16,5
21349,R33696,P17,5
21350,R33697,P18,1
21351,R33698,P19,2
21352,R33699,P9,1
21353,R33700,P10,1
21354,R33701,P11,5
21355,R33702,P12,1
21356,R33703,P13,1
21357,R33704,P14,2
21358,R33705,P15,5
21359,R33706,P16,1
21360,R33707,P17,5
21361,R33708,P18,1
21362,R33709,P19,1
21363,R33710,P9,2
21364,R33711,P10,5
21365,R33712,P11,1
21366,R33713,P12,1
21367,R33714,P13,1
21368,R33715,P14,1
21369,R33716,P15,5
21370,R33717,P16,2
21371,R33718,P17,5
21372,R33719,P18,1
21373,R33720,P19,1
21374,R33721,P9,1
21375,R33722,P10,1
21376,R33723,P11,1
21377,R33724,P12,1
21378,R33725,P13,1
21379,R33726,P14,1
21380,R33727,P15,1
21381,R33728,P16,5
21382,R33729,P17,1
21383,R33730,P18,1
21384,R33731,P19,1
21385,R33732,P9,1
21386,R33733,P10,2
21387,R33734,P11,1
21388,R33735,P12,1
21389,R33736,P13,1
21390,R33737,P14,1
21391,R33738,P15,2
21392,R33739,P16,2
21393,R33740,P17,1
21394,R33741,P18,2
21395,R33742,P19,2
21396,R33743,P9,5
21397,R33744,P10,1
21398,R33745,P11,1
21399,R33746,P12,5
21400,R33747,P13,1
21401,R33748,P14,5
21402,R33749,P15,1
21403,R33750,P16,2
21404,R33751,P17,1
21405,R33752,P18,1
21406,R33753,P19,1
21407,R33754,P9,1
21408,R33755,P10,1
21409,R33756,P11,1
21410,R33757,P12,1
21411,R33758,P13,1
21412,R33759,P14,5
21413,R33760,P15,1
21414,R33761,P16,1
21415,R33762,P17,1
21416,R33763,P18,2
21417,R33764,P19,2
21418,R33765,P9,5
21419,R33766,P10,1
21420,R33767,P11,1
21421,R33768,P12,1
21422,R33769,P13,1
21423,R33770,P14,2
21424,R33771,P15,1
21425,R33772,P16,1
21426,R33773,P17,5
21427,R33774,P18,1
21428,R33775,P19,1
21429,R33776,P9,2
21430,R33777,P10,1
21431,R33778,P11,2
21432,R33779,P12,1
21433,R33780,P13,5
21434,R33781,P14,5
21435,R33782,P15,2
21436,R33783,P16,1
21437,R33784,P17,1
21438,R33785,P18,2
21439,R33786,P19,5
21440,R33787,P9,1
21441,R33788,P10,5
21442,R33789,P11,1
21443,R33790,P12,5
21444,R33791,P13,1
21445,R33792,P14,5
21446,R33793,P15,1
21447,R33794,P16,2
21448,R33795,P17,1
21449,R33796,P18,2
21450,R33797,P19,2
21451,R33798,P9,1
21452,R33799,P10,2
21453,R33800,P11,1
21454,R33801,P12,1
21455,R33802,P13,2
21456,R33803,P14,1
21457,R33804,P15,5
21458,R33805,P16,2
21459,R33806,P17,1
21460,R33807,P18,2
21461,R33808,P19,2
21462,R33809,P9,1
21463,R33810,P10,1
21464,R33811,P11,1
21465,R33812,P12,1
21466,R33813,P13,5
21467,R33814,P14,5
21468,R33815,P15,2
21469,R33816,P16,1
21470,R33817,P17,1
21471,R33818,P18,1
21472,R33819,P19,1
21473,R33820,P9,1
21474,R33821,P10,5
21475,R33822,P11,1
21476,R33823,P12,1
21477,R33824,P13,2
21478,R33825,P14,1
21479,R33826,P15,1
21480,R33827,P16,1
21481,R33828,P17,5
21482,R33829,P18,5
21483,R33830,P19,5
21484,R33831,P9,1
21485,R33832,P10,2
21486,R33833,P11,1
21487,R33834,P12,1
21488,R33835,P13,5
21489,R33836,P14,5
21490,R33837,P15,2
21491,R33838,P16,2
21492,R33839,P17,1
21493,R33840,P18,2
21494,R33841,P19,1
21495,R33842,P9,1
21496,R33843,P10,1
21497,R33844,P11,1
21498,R33845,P12,1
21499,R33846,P13,2
21500,R33847,P14,5
21501,R33848,P15,1
21502,R33849,P16,2
21503,R33850,P17,1
21504,R33851,P18,1
21505,R33852,P19,5
21506,R33853,P9,1
21507,R33854,P10,5
21508,R33855,P11,1
21509,R33856,P12,1
21510,R33857,P13,5
21511,R33858,P14,1
21512,R33859,P15,5
21513,R33860,P16,2
21514,R33861,P17,2
21515,R33862,P18,1
21516,R33863,P19,2
21517,R33864,P9,1
21518,R33865,P10,1
21519,R33866,P11,1
21520,R33867,P12,1
21521,R33868,P13,2
21522,R33869,P14,1
21523,R33870,P15,1
21524,R33871,P16,1
21525,R33872,P17,2
21526,R33873,P18,2
21527,R33874,P19,1
21528,R33875,P9,1
21529,R33876,P10,2
21530,R33877,P11,1
21531,R33878,P12,1
21532,R33879,P13,1
21533,R33880,P14,5
21534,R33881,P15,1
21535,R33882,P16,1
21536,R33883,P17,5
21537,R33884,P18,1
21538,R33885,P19,2
21539,R33886,P9,1
21540,R33887,P10,1
21541,R33888,P11,1
21542,R33889,P12,1
21543,R33890,P13,1
21544,R33891,P14,5
21545,R33892,P15,1
21546,R33893,P16,1
21547,R33894,P17,1
21548,R33895,P18,2
21549,R33896,P19,1
21550,R33897,P9,1
21551,R33898,P10,1
21552,R33899,P11,1
21553,R33900,P12,1
21554,R33901,P13,5
21555,R33902,P14,5
21556,R33903,P15,1
21557,R33904,P16,1
21558,R33905,P17,1
21559,R33906,P18,2
21560,R33907,P19,1
21561,R33908,P9,5
21562,R33909,P10,1
21563,R33910,P11,1
21564,R33911,P12,1
21565,R33912,P13,2
21566,R33913,P14,1
21567,R33914,P15,5
21568,R33915,P16,1
21569,R33916,P17,5
21570,R33917,P18,2
21571,R33918,P19,1
21572,R33919,P9,1
21573,R33920,P10,1
21574,R33921,P11,5
21575,R33922,P12,1
21576,R33923,P13,1
21577,R33924,P14,1
21578,R33925,P15,1
21579,R33926,P16,1
21580,R33927,P17,1
21581,R33928,P18,1
21582,R33929,P19,2
21583,R33930,P9,1
21584,R33931,P10,1
21585,R33932,P11,5
21586,R33933,P12,1
21587,R33934,P13,2
21588,R33935,P14,1
21589,R33936,P15,2
21590,R33937,P16,5
21591,R33938,P17,1
21592,R33939,P18,2
21593,R33940,P19,5
21594,R33941,P9,5
21595,R33942,P10,5
21596,R33943,P11,2
21597,R33944,P12,5
21598,R33945,P13,1
21599,R33946,P14,1
21600,R33947,P15,1
21601,R33948,P16,1
21602,R33949,P17,1
21603,R33950,P18,5
21604,R33951,P19,1
21605,R33952,P9,2
21606,R33953,P10,1
21607,R33954,P11,2
21608,R33955,P12,5
21609,R33956,P13,1
21610,R33957,P14,5
21611,R33958,P15,1
21612,R33959,P16,1
21613,R33960,P17,1
21614,R33961,P18,1
21615,R33962,P19,2
21616,R33963,P9,1
21617,R33964,P10,2
21618,R33965,P11,5
21619,R33966,P12,1
21620,R33967,P13,1
21621,R33968,P14,2
21622,R33969,P15,1
21623,R33970,P16,1
21624,R33971,P17,5
21625,R33972,P18,1
21626,R33973,P19,1
21627,R33974,P9,2
21628,R33975,P10,1
21629,R33976,P11,5
21630,R33977,P12,1
21631,R33978,P13,2
21632,R33979,P14,2
21633,R33980,P15,5
21634,R33981,P16,5
21635,R33982,P17,1
21636,R33983,P18,1
21637,R33984,P19,1
21638,R33985,P9,2
21639,R33986,P10,1
21640,R33987,P11,2
21641,R33988,P12,1
21642,R33989,P13,1
21643,R33990,P14,1
21644,R33991,P15,1
21645,R33992,P16,2
21646,R33993,P17,5
21647,R33994,P18,1
21648,R33995,P19,2
21649,R33996,P9,2
21650,R33997,P10,5
21651,R33998,P11,1
21652,R33999,P12,2
21653,R34000,P13,2
21654,R34001,P14,1
21655,R34002,P15,2
21656,R34003,P16,1
21657,R34004,P17,1
21658,R34005,P18,5
21659,R34006,P19,2
21660,R34007,P9,2
21661,R34008,P10,1
21662,R34009,P11,1
21663,R34010,P12,1
21664,R34011,P13,1
21665,R34012,P14,1
21666,R34013,P15,1
21667,R34014,P16,2
21668,R34015,P17,2
21669,R34016,P18,1
21670,R34017,P19,1
21671,R34018,P9,1
21672,R34019,P10,1
21673,R34020,P11,1
21674,R34021,P12,5
21675,R34022,P13,5
21676,R34023,P14,1
21677,R34024,P15,1
21678,R34025,P16,2
21679,R34026,P17,2
21680,R34027,P18,2
21681,R34028,P19,1
21682,R34029,P9,1
21683,R34030,P10,1
21684,R34031,P11,1
21685,R34032,P12,5
21686,R34033,P13,1
21687,R34034,P14,2
21688,R34035,P15,2
21689,R34036,P16,1
21690,R34037,P17,1
21691,R34038,P18,5
21692,R34039,P19,1
21693,R34040,P9,1
21694,R34041,P10,2
21695,R34042,P11,1
21696,R34043,P12,1
21697,R34044,P13,2
21698,R34045,P14,5
21699,R34046,P15,2
21700,R34047,P16,1
21701,R34048,P17,2
21702,R34049,P18,1
21703,R34050,P19,1
21704,R34051,P9,1
21705,R34052,P10,2
21706,R34053,P11,2
21707,R34054,P12,1
21708,R34055,P13,5
21709,R34056,P14,1
21710,R34057,P15,1
21711,R34058,P16,2
21712,R34059,P17,2
21713,R34060,P18,1
21714,R34061,P19,1
21715,R34062,P9,2
21716,R34063,P10,1
21717,R34064,P11,2
21718,R34065,P12,2
21719,R34066,P13,5
21720,R34067,P14,5
21721,R34068,P15,2
21722,R34069,P16,1
21723,R34070,P17,5
21724,R34071,P18,1
21725,R34072,P19,5
21726,R34073,P9,5
21727,R34074,P10,1
21728,R34075,P11,5
21729,R34076,P12,1
21730,R34077,P13,2
21731,R34078,P14,1
21732,R34079,P15,1
21733,R34080,P16,5
21734,R34081,P17,5
21735,R34082,P18,5
21736,R34083,P19,1
21737,R34084,P9,1
21738,R34085,P10,2
21739,R34086,P11,1
21740,R34087,P12,1
21741,R34088,P13,2
21742,R34089,P14,1
21743,R34090,P15,1
21744,R34091,P16,5
21745,R34092,P17,1
21746,R34093,P18,1
21747,R34094,P19,1
21748,R34095,P9,2
21749,R34096,P10,1
21750,R34097,P11,5
21751,R34098,P12,1
21752,R34099,P13,5
21753,R34100,P14,5
21754,R34101,P15,1
21755,R34102,P16,1
21756,R34103,P17,1
21757,R34104,P18,1
21758,R34105,P19,1
21759,R34106,P9,1
21760,R34107,P10,1
21761,R34108,P11,5
21762,R34109,P12,1
21763,R34110,P13,5
21764,R34111,P14,5
21765,R34112,P15,1
21766,R34113,P16,5
21767,R34114,P17,1
21768,R34115,P18,1
21769,R34116,P19,2
21770,R34117,P9,1
21771,R34118,P10,5
21772,R34119,P11,2
21773,R34120,P12,1
21774,R34121,P13,2
21775,R34122,P14,1
21776,R34123,P15,2
21777,R34124,P16,2
21778,R34125,P17,1
21779,R34126,P18,1
21780,R34127,P19,1
21781,R34128,P9,1
21782,R34129,P10,1
21783,R34130,P11,1
21784,R34131,P12,5
21785,R34132,P13,1
21786,R34133,P14,1
21787,R34134,P15,1
21788,R34135,P16,1
21789,R34136,P17,5
21790,R34137,P18,2
21791,R34138,P19,2
21792,R34139,P9,1
21793,R34140,P10,1
21794,R34141,P11,1
21795,R34142,P12,1
21796,R34143,P13,1
21797,R34144,P14,2
21798,R34145,P15,5
21799,R34146,P16,1
21800,R34147,P17,1
21801,R34148,P18,5
21802,R34149,P19,1
21803,R34150,P9,2
21804,R34151,P10,1
21805,R34152,P11,1
21806,R34153,P12,2
21807,R34154,P13,1
21808,R34155,P14,2
21809,R34156,P15,1
21810,R34157,P16,2
21811,R34158,P17,1
21812,R34159,P18,5
21813,R34160,P19,1
21814,R34161,P9,1
21815,R34162,P10,1
21816,R34163,P11,1
21817,R34164,P12,5
21818,R34165,P13,1
21819,R34166,P14,5
21820,R34167,P15,1
21821,R34168,P16,1
21822,R34169,P17,5
21823,R34170,P18,1
21824,R34171,P19,1
21825,R34172,P9,5
21826,R34173,P10,5
21827,R34174,P11,1
21828,R34175,P12,1
21829,R34176,P13,1
21830,R34177,P14,1
21831,R34178,P15,1
21832,R34179,P16,2
21833,R34180,P17,1
21834,R34181,P18,2
21835,R34182,P19,1
21836,R34183,P9,1
21837,R34184,P10,2
21838,R34185,P11,1
21839,R34186,P12,5
21840,R34187,P13,5
21841,R34188,P14,1
21842,R34189,P15,1
21843,R34190,P16,1
21844,R34191,P17,1
21845,R34192,P18,1
21846,R34193,P19,5
21847,R34194,P9,1
21848,R34195,P10,1
21849,R34196,P11,1
21850,R34197,P12,1
21851,R34198,P13,2
21852,R34199,P14,1
21853,R34200,P15,5
21854,R34201,P16,1
21855,R34202,P17,5
21856,R34203,P18,2
21857,R34204,P19,1
21858,R34205,P9,1
21859,R34206,P10,5
21860,R34207,P11,1
21861,R34208,P12,1
21862,R34209,P13,1
21863,R34210,P14,1
21864,R34211,P15,2
21865,R34212,P16,1
21866,R34213,P17,5
21867,R34214,P18,5
21868,R34215,P19,2
21869,R34216,P9,1
21870,R34217,P10,2
21871,R34218,P11,5
21872,R34219,P12,2
21873,R34220,P13,5
21874,R34221,P14,1
21875,R34222,P15,2
21876,R34223,P16,1
21877,R34224,P17,1
21878,R34225,P18,2
21879,R34226,P19,1
21880,R34227,P9,1
21881,R34228,P10,1
21882,R34229,P11,2
21883,R34230,P12,5
21884,R34231,P13,5
21885,R34232,P14,1
21886,R34233,P15,1
21887,R34234,P16,1
21888,R34235,P17,1
21889,R34236,P18,2
21890,R34237,P19,1
21891,R34238,P9,5
21892,R34239,P10,1
21893,R34240,P11,5
21894,R34241,P12,5
21895,R34242,P13,1
21896,R34243,P14,1
21897,R34244,P15,1
21898,R34245,P16,1
21899,R34246,P17,1
21900,R34247,P18,5
21901,R34248,P19,5
21902,R34249,P9,1
21903,R34250,P10,2
21904,R34251,P11,1
21905,R34252,P12,1
21906,R34253,P13,1
21907,R34254,P14,5
21908,R34255,P15,1
21909,R34256,P16,2
21910,R34257,P17,1
21911,R34258,P18,2
21912,R34259,P19,2
21913,R34260,P9,1
21914,R34261,P10,1
21915,R34262,P11,2
21916,R34263,P12,2
21917,R34264,P13,5
21918,R34265,P14,1
21919,R34266,P15,1
21920,R34267,P16,1
21921,R34268,P17,1
21922,R34269,P18,1
21923,R34270,P19,1
21924,R34271,P9,1
21925,R34272,P10,5
21926,R34273,P11,1
21927,R34274,P12,1
21928,R34275,P13,2
21929,R34276,P14,5
21930,R34277,P15,1
21931,R34278,P16,1
21932,R34279,P17,1
21933,R34280,P18,1
21934,R34281,P19,1
21935,R34282,P9,2
21936,R34283,P10,2
21937,R34284,P11,1
21938,R34285,P12,5
21939,R34286,P13,2
21940,R34287,P14,1
21941,R34288,P15,2
21942,R34289,P16,2
21943,R34290,P17,2
21944,R34291,P18,1
21945,R34292,P19,1
21946,R34293,P9,1
21947,R34294,P10,5
21948,R34295,P11,1
21949,R34296,P12,5
21950,R34297,P13,1
21951,R34298,P14,2
21952,R34299,P15,5
21953,R34300,P16,2
21954,R34301,P17,1
21955,R34302,P18,2
21956,R34303,P19,1
21957,R34304,P9,1
21958,R34305,P10,1
21959,R34306,P11,5
21960,R34307,P12,2
21961,R34308,P13,2
21962,R34309,P14,2
21963,R34310,P15,1
21964,R34311,P16,5
21965,R34312,P17,1
21966,R34313,P18,1
21967,R34314,P19,1
21968,R34315,P9,5
21969,R34316,P10,1
21970,R34317,P11,1
21971,R34318,P12,5
21972,R34319,P13,1
21973,R34320,P14,1
21974,R34321,P15,1
21975,R34322,P16,5
21976,R34323,P17,5
21977,R34324,P18,1
21978,R34325,P19,1
21979,R34326,P9,1
21980,R34327,P10,1
21981,R34328,P11,1
21982,R34329,P12,1
21983,R34330,P13,1
21984,R34331,P14,1
21985,R34332,P15,1
21986,R34333,P16,1
21987,R34334,P17,2
21988,R34335,P18,1
21989,R34336,P19,1
21990,R34337,P9,2
21991,R34338,P10,5
21992,R34339,P11,5
21993,R34340,P12,1
21994,R34341,P13,1
21995,R34342,P14,2
21996,R34343,P15,2
21997,R34344,P16,1
21998,R34345,P17,1
21999,R34346,P18,2
22000,R34347,P19,5
22001,R34348,P9,1
22002,R34349,P10,5
22003,R34350,P11,1
22004,R34351,P12,1
22005,R34352,P13,2
22006,R34353,P14,5
22007,R34354,P15,1
22008,R34355,P16,1
22009,R34356,P17,1
22010,R34357,P18,5
22011,R34358,P19,5
22012,R34359,P9,1
22013,R34360,P10,2
22014,R34361,P11,1
22015,R34362,P12,1
22016,R34363,P13,5
22017,R34364,P14,2
22018,R34365,P15,2
22019,R34366,P16,1
22020,R34367,P17,2
22021,R34368,P18,2
22022,R34369,P19,1
22023,R34370,P9,2
22024,R34371,P10,1
22025,R34372,P11,1
22026,R34373,P12,1
22027,R34374,P13,2
22028,R34375,P14,5
22029,R34376,P15,2
22030,R34377,P16,2
22031,R34378,P17,1
22032,R34379,P18,1
22033,R34380,P19,5
22034,R34381,P9,1
22035,R34382,P10,1
22036,R34383,P11,2
22037,R34384,P12,1
22038,R34385,P13,1
22039,R34386,P14,1
22040,R34387,P15,2
22041,R34388,P16,2
22042,R34389,P17,1
22043,R34390,P18,2
22044,R34391,P19,1
22045,R34392,P9,5
22046,R34393,P10,1
22047,R34394,P11,1
22048,R34395,P12,1
22049,R34396,P13,5
22050,R34397,P14,1
22051,R34398,P15,2
22052,R34399,P16,5
22053,R34400,P17,1
22054,R34401,P18,1
22055,R34402,P19,1
22056,R34403,P9,1
22057,R34404,P10,1
22058,R34405,P11,1
22059,R34406,P12,2
22060,R34407,P13,1
22061,R34408,P14,5
22062,R34409,P15,2
22063,R34410,P16,1
22064,R34411,P17,5
22065,R34412,P18,5
22066,R34413,P19,1
22067,R34414,P9,1
22068,R34415,P10,5
22069,R34416,P11,1
22070,R34417,P12,1
22071,R34418,P13,1
22072,R34419,P14,2
22073,R34420,P15,1
22074,R34421,P16,5
22075,R34422,P17,1
22076,R34423,P18,1
22077,R34424,P19,1
22078,R34425,P9,5
22079,R34426,P10,1
22080,R34427,P11,1
22081,R34428,P12,2
22082,R34429,P13,1
22083,R34430,P14,1
22084,R34431,P15,1
22085,R34432,P16,1
22086,R34433,P17,1
22087,R34434,P18,1
22088,R34435,P19,1
22089,R34436,P9,2
22090,R34437,P10,1
22091,R34438,P11,2
22092,R34439,P12,1
22093,R34440,P13,2
22094,R34441,P14,1
22095,R34442,P15,1
22096,R34443,P16,1
22097,R34444,P17,1
22098,R34445,P18,2
22099,R34446,P19,1
22100,R34447,P9,1
22101,R34448,P10,1
22102,R34449,P11,5
22103,R34450,P12,1
22104,R34451,P13,1
22105,R34452,P14,1
22106,R34453,P15,1
22107,R34454,P16,1
22108,R34455,P17,1
22109,R34456,P18,1
22110,R34457,P19,1
22111,R34458,P9,1
22112,R34459,P10,1
22113,R34460,P11,1
22114,R34461,P12,2
22115,R34462,P13,5
22116,R34463,P14,1
22117,R34464,P15,1
22118,R34465,P16,1
22119,R34466,P17,1
22120,R34467,P18,1
22121,R34468,P19,1
22122,R34469,P9,1
22123,R34470,P10,1
22124,R34471,P11,2
22125,R34472,P12,5
22126,R34473,P13,5
22127,R34474,P14,1
22128,R34475,P15,1
22129,R34476,P16,1
22130,R34477,P17,1
22131,R34478,P18,1
22132,R34479,P19,5
22133,R34480,P9,1
22134,R34481,P10,2
22135,R34482,P11,5
22136,R34483,P12,1
22137,R34484,P13,2
22138,R34485,P14,1
22139,R34486,P15,5
22140,R34487,P16,2
22141,R34488,P17,2
22142,R34489,P18,1
22143,R34490,P19,5
22144,R34491,P9,1
22145,R34492,P10,1
22146,R34493,P11,1
22147,R34494,P12,1
22148,R34495,P13,1
22149,R34496,P14,5
22150,R34497,P15,1
22151,R34498,P16,1
22152,R34499,P17,2
22153,R34500,P18,1
22154,R34501,P19,1
22155,R34502,P9,1
22156,R34503,P10,2
22157,R34504,P11,5
22158,R34505,P12,1
22159,R34506,P13,2
22160,R34507,P14,5
22161,R34508,P15,5
22162,R34509,P16,2
22163,R34510,P17,2
22164,R34511,P18,2
22165,R34512,P19,5
22166,R34513,P9,1
22167,R34514,P10,1
22168,R34515,P11,1
22169,R34516,P12,1
22170,R34517,P13,1
22171,R34518,P14,1
22172,R34519,P15,1
22173,R34520,P16,1
22174,R34521,P17,1
22175,R34522,P18,2
22176,R34523,P19,1
22177,R34524,P9,2
22178,R34525,P10,2
22179,R34526,P11,5
22180,R34527,P12,1
22181,R34528,P13,1
22182,R34529,P14,2
22183,R34530,P15,1
22184,R34531,P16,1
22185,R34532,P17,1
22186,R34533,P18,1
22187,R34534,P19,1
22188,R34535,P9,5
22189,R34536,P10,2
22190,R34537,P11,1
22191,R34538,P12,1
22192,R34539,P13,1
22193,R34540,P14,1
22194,R34541,P15,5
22195,R34542,P16,5
22196,R34543,P17,1
22197,R34544,P18,5
22198,R34545,P19,1
22199,R34546,P9,2
22200,R34547,P10,1
22201,R34548,P11,2
22202,R34549,P12,5
22203,R34550,P13,1
22204,R34551,P14,1
22205,R34552,P15,5
22206,R34553,P16,1
22207,R34554,P17,1
22208,R34555,P18,2
22209,R34556,P19,1
22210,R34557,P9,5
22211,R34558,P10,1
22212,R34559,P11,1
22213,R34560,P12,1
22214,R34561,P13,5
22215,R34562,P14,1
22216,R34563,P15,5
22217,R34564,P16,1
22218,R34565,P17,1
22219,R34566,P18,1
22220,R34567,P19,1
22221,R34568,P9,2
22222,R34569,P10,1
22223,R34570,P11,1
22224,R34571,P12,5
22225,R34572,P13,1
22226,R34573,P14,1
22227,R34574,P15,1
22228,R34575,P16,1
22229,R34576,P17,1
22230,R34577,P18,1
22231,R34578,P19,2
22232,R34579,P9,2
22233,R34580,P10,5
22234,R34581,P11,1
22235,R34582,P12,1
22236,R34583,P13,2
22237,R34584,P14,2
22238,R34585,P15,1
22239,R34586,P16,1
22240,R34587,P17,5
22241,R34588,P18,1
22242,R34589,P19,1
22243,R34590,P9,1
22244,R34591,P10,1
22245,R34592,P11,1
22246,R34593,P12,5
22247,R34594,P13,1
22248,R34595,P14,1
22249,R34596,P15,1
22250,R34597,P16,2
22251,R34598,P17,2
22252,R34599,P18,2
22253,R34600,P19,2
22254,R34601,P9,2
22255,R34602,P10,5
22256,R34603,P11,1
22257,R34604,P12,1
22258,R34605,P13,1
22259,R34606,P14,5
22260,R34607,P15,1
22261,R34608,P16,1
22262,R34609,P17,5
22263,R34610,P18,2
22264,R34611,P19,1
22265,R34612,P9,5
22266,R34613,P10,1
22267,R34614,P11,2
22268,R34615,P12,2
22269,R34616,P13,1
22270,R34617,P14,1
22271,R34618,P15,1
22272,R34619,P16,2
22273,R34620,P17,1
22274,R34621,P18,2
22275,R34622,P19,5
22276,R34623,P9,1
22277,R34624,P10,2
22278,R34625,P11,5
22279,R34626,P12,2
22280,R34627,P13,1
22281,R34628,P14,5
22282,R34629,P15,2
22283,R34630,P16,1
22284,R34631,P17,1
22285,R34632,P18,1
22286,R34633,P19,5
22287,R34634,P9,1
22288,R34635,P10,1
22289,R34636,P11,1
22290,R34637,P12,2
22291,R34638,P13,1
22292,R34639,P14,1
22293,R34640,P15,1
22294,R34641,P16,1
22295,R34642,P17,1
22296,R34643,P18,1
22297,R34644,P19,1
22298,R34645,P9,1
22299,R34646,P10,1
22300,R34647,P11,2
22301,R34648,P12,2
22302,R34649,P13,1
22303,R34650,P14,2
22304,R34651,P15,1
22305,R34652,P16,1
22306,R34653,P17,1
22307,R34654,P18,1
22308,R34655,P19,5
22309,R34656,P9,1
22310,R34657,P10,1
22311,R34658,P11,5
22312,R34659,P12,1
22313,R34660,P13,1
22314,R34661,P14,5
22315,R34662,P15,5
22316,R34663,P16,1
22317,R34664,P17,1
22318,R34665,P18,1
22319,R34666,P19,1
22320,R34667,P9,5
22321,R34668,P10,1
22322,R34669,P11,1
22323,R34670,P12,1
22324,R34671,P13,1
22325,R34672,P14,5
22326,R34673,P15,1
22327,R34674,P16,1
22328,R34675,P17,5
22329,R34676,P18,1
22330,R34677,P19,1
22331,R34678,P9,5
22332,R34679,P10,1
22333,R34680,P11,2
22334,R34681,P12,1
22335,R34682,P13,1
22336,R34683,P14,2
22337,R34684,P15,1
22338,R34685,P16,1
22339,R34686,P17,2
22340,R34687,P18,5
22341,R34688,P19,1
22342,R34689,P9,2
22343,R34690,P10,1
22344,R34691,P11,1
22345,R34692,P12,1
22346,R34693,P13,1
22347,R34694,P14,1
22348,R34695,P15,1
22349,R34696,P16,1
22350,R34697,P17,1
22351,R34698,P18,2
22352,R34699,P19,1
22353,R34700,P9,1
22354,R34701,P10,1
22355,R34702,P11,2
22356,R34703,P12,1
22357,R34704,P13,5
22358,R34705,P14,1
22359,R34706,P15,1
22360,R34707,P16,5
22361,R34708,P17,2
22362,R34709,P18,2
22363,R34710,P19,1
22364,R34711,P9,2
22365,R34712,P10,2
22366,R34713,P11,1
22367,R34714,P12,1
22368,R34715,P13,1
22369,R34716,P14,2
22370,R34717,P15,1
22371,R34718,P16,1
22372,R34719,P17,5
22373,R34720,P18,1
22374,R34721,P19,5
22375,R34722,P9,2
22376,R34723,P10,1
22377,R34724,P11,1
22378,R34725,P12,5
22379,R34726,P13,5
22380,R34727,P14,1
22381,R34728,P15,2
22382,R34729,P16,1
22383,R34730,P17,5
22384,R34731,P18,1
22385,R34732,P19,5
22386,R34733,P9,5
22387,R34734,P10,2
22388,R34735,P11,1
22389,R34736,P12,1
22390,R34737,P13,1
22391,R34738,P14,2
22392,R34739,P15,1
22393,R34740,P16,1
22394,R34741,P17,1
